,ch0_mav,ch0_wl,ch0_rms,ch0_var,ch1_mav,ch1_wl,ch1_rms,ch1_var,ch2_mav,ch2_wl,ch2_rms,ch2_var,ch3_mav,ch3_wl,ch3_rms,ch3_var,ch4_mav,ch4_wl,ch4_rms,ch4_var,label
0,83.872,395,91.14226242528764,1272.3996160000008,24.856,103,28.856056556639892,214.8512640000001,35.968,178,46.217399321034925,842.3509760000007,4.16,22,4.456007181322759,2.5504000000000002,41.472,209,44.79705347453111,286.8492159999999,thumb
1,81.092,355,83.10338139931491,330.25953600000014,18.292,70,19.64881675826817,51.47873600000008,21.084,83,21.85104116512529,32.93294399999999,3.364,27,3.402939905434711,0.26350400000000135,49.292,252,51.14289784515539,185.89473599999994,thumb
2,90.796,423,92.70829520598467,350.91438400000004,29.52,166,31.607594024221456,127.60959999999992,40.508,197,42.3271544047081,150.68993599999982,4.044,17,4.21283752357007,1.3940640000000024,57.168,261,60.904252725076596,441.14777599999996,thumb
3,92.52,383,95.59380733080987,578.2256000000001,24.332,102,24.72755547966681,19.405776000000017,32.42,127,32.96076455423933,35.35559999999995,5.34,26,5.682605036424756,3.7764,86.816,365,90.86147698557404,718.7901439999995,thumb
4,106.608,482,108.81588119387722,475.63033600000057,20.184,83,20.603106561875567,17.094143999999996,23.184,98,23.63116586205598,20.93414400000002,3.444,15,3.4831020656879983,0.2708640000000004,52.3,219,53.80851233773333,160.0659999999999,index
5,122.836,533,124.86192373978547,501.8171040000001,35.62,157,36.16169243826953,38.88359999999997,41.068,182,42.59704215083484,127.92737599999997,5.048,25,5.408142009969783,3.7656959999999975,70.992,345,73.20360646853405,318.903936,index
6,113.384,517,115.3092190590154,440.28454400000027,38.268,169,40.29228213938744,159.02817599999958,41.452,192,43.65496535332493,187.487696,4.092,14,4.270362982229965,1.4915359999999966,76.848,373,82.2017518061507,851.5128959999998,index
7,109.848,496,113.65301579808606,850.4248960000001,33.272,140,34.83641772628179,106.55001599999984,38.892,149,42.10572407642457,260.3043360000003,4.424,24,4.497999555357914,0.6602240000000011,83.668,385,86.23198942387911,435.62177600000007,index
8,128.212,572,130.61964630177192,623.1750560000003,41.304,183,44.690222644332394,291.19558399999954,51.204,227,58.44809663282458,794.3303839999987,5.332,24,5.7747727228004395,4.917776000000003,90.948,430,99.51009998990052,1630.721296,index
9,79.704,373,80.54846987994247,135.32838400000003,18.808,77,18.984203960134856,6.659135999999997,25.316,121,26.261378486286663,48.76014400000003,3.232,11,3.3105890714493698,0.5141759999999989,48.9,190,49.56648060937956,65.62599999999999,middle
10,87.18,379,89.66923664222864,440.2196000000002,24.38,103,24.894256365676,25.339600000000026,27.52,137,29.247495619283374,98.06559999999999,4.46,27,4.559385923564707,0.8964000000000002,68.756,284,72.58911764169613,541.792464,middle
11,118.44,531,126.44859825241242,1961.2144000000003,33.108,139,37.421758376644995,304.2483359999996,65.344,300,87.67585756637912,3417.217664000002,6.152,28,6.83695838805532,8.89689600000001,55.88,226,58.039228113406196,245.9776000000001,middle
12,134.02,638,144.9831300531203,3058.7476000000006,25.328,101,26.457513110645905,58.49241599999998,32.872,135,34.57432573456784,114.8156159999998,4.088,15,4.151144420518274,0.5202560000000014,60.86,240,62.03666657711389,144.6084,middle
13,83.632,337,86.99613784530898,574.016576,16.64,72,17.96418659444396,45.8224,24.912,128,27.241292186678663,121.48025600000003,3.148,11,3.1968734726291563,0.3100959999999999,43.544,204,47.89379918110485,397.73606400000034,middle
14,147.644,579,150.4374554424529,832.6772639999996,32.412,150,34.413311378011855,133.73825599999986,49.992,262,54.63412852787166,485.6879359999998,4.992,22,5.068333059300661,0.7679359999999987,121.732,520,124.71550023954521,735.276176,ring
15,111.88,477,115.72512259660822,875.1696000000003,24.496,115,25.10235048755395,30.07398399999996,41.792,179,43.611558101035556,155.39673600000015,5.936,32,6.168954530550537,2.819904,101.664,458,106.7940073225085,1069.3911039999996,ring
16,69.888,305,71.06858659070124,166.41145600000002,14.244,60,14.467480775864193,6.416463999999994,20.852,87,20.965209276322526,4.734095999999998,3.908,31,3.9683749822817904,0.4755360000000017,61.12,236,62.47373848266165,167.3136,ring
17,113.828,444,114.24298665563676,94.64641599999996,27.436,123,27.64308231728148,11.405903999999994,52.348,210,53.07809340961674,76.97089600000005,5.148,27,5.208838642154315,0.6300960000000007,143.316,512,146.7948364214491,1009.2481440000005,ring
18,114.772,452,123.07417275773174,1974.6400160000003,26.84,122,27.859791815446144,55.782400000000024,45.94,189,47.54858567823022,150.38439999999989,4.744,23,4.859629615515981,1.1104640000000026,111.084,421,112.86429018959008,398.6929439999998,ring
19,52.968,223,53.89270822662376,98.8149759999999,26.572,109,26.780963388197968,11.148815999999991,38.256,141,38.98020010210312,55.934464000000006,4.284,18,4.323424568556736,0.339344000000002,79.552,353,83.09969915709684,577.0392960000001,pinky
20,75.06,321,76.17382752625734,168.4484,26.72,124,27.221902945973486,27.073600000000052,34.728,175,35.475174418175875,52.45401599999994,4.252,14,4.305810028322197,0.4604959999999994,85.188,363,86.04410496948643,146.59265599999995,pinky
21,121.112,539,123.78012764575742,653.4034559999999,45.184,190,46.53420247516873,123.83814400000009,52.816,227,57.32643369336697,496.7901440000004,7.54,30,7.713624310270756,2.648399999999996,151.836,639,154.73488294499077,888.7131040000002,pinky
22,95.248,427,96.16202992865739,174.9544959999999,53.104,210,53.87325867255479,82.29318400000004,91.336,359,94.8820320187126,660.3351039999994,7.344,40,7.635705599353606,4.369664000000013,114.564,554,120.02434752999076,1280.9339040000004,pinky
23,103.532,435,111.90444137745382,1803.7289760000015,46.664,227,49.902545025279025,312.73510400000004,55.672,251,62.49339165063775,806.0524159999998,6.86,34,7.203054907468081,4.824400000000012,127.248,589,136.59426049435606,2465.9384959999993,pinky
24,35.06,65,35.85665907471024,56.49639999999999,7.95,14,8.17618492941543,3.6474999999999995,6.42,11,6.5038450166036395,1.0836000000000008,4.4,6,4.433959855479073,0.2999999999999999,33.99,31,34.047173157253454,3.8898999999999977,baseline
25,36.24,64,37.17068737594181,68.32240000000002,7.23,14,7.29863000843309,0.9970999999999988,6.76,11,6.797058187186572,0.5024000000000002,1.84,3,1.876166303929372,0.13440000000000066,15.38,27,15.500322577288513,3.7156000000000033,baseline
26,68.06,121,69.76775759618478,235.3764,8.96,13,8.981091247727083,0.37840000000000046,9.72,19,9.740636529508736,0.40159999999999973,2.0,0,2.0,0.0,19.46,37,19.688067452139634,8.928400000000005,baseline
