,ch0_mav,ch0_wl,ch0_rms,ch0_var,ch1_mav,ch1_wl,ch1_rms,ch1_var,ch2_mav,ch2_wl,ch2_rms,ch2_var,ch3_mav,ch3_wl,ch3_rms,ch3_var,ch4_mav,ch4_wl,ch4_rms,ch4_var,label
0,39.872,170,41.62412761848589,142.79161599999992,64.764,283,66.91424362570349,283.14030400000007,145.036,605,153.0507497531456,2389.0907039999993,74.368,316,75.8882336070619,228.42457599999992,256.56,1003,268.0357140382602,6020.110399999998,thumb
1,43.264,192,47.70224313384015,403.7303040000001,72.144,320,78.86672302054905,1015.2032639999993,205.192,1170,230.5810226362959,11063.851135999997,80.42,374,90.48781133390287,1720.6676000000004,147.408,611,154.96962282976622,2286.465535999998,thumb
2,53.884,219,56.34965838405766,271.7985440000002,91.72,383,95.17587929722531,645.8896000000002,324.588,1538,371.35454218307336,32546.826256000022,80.112,331,87.93643158554934,1314.883456,216.612,916,228.0694367950252,5094.909455999997,thumb
3,52.204,201,54.83352988819888,281.4583839999998,113.716,509,126.57954021088874,3091.051343999998,177.032,806,190.01448365848324,4765.174976000006,77.216,281,78.26227699217549,162.673344,152.988,619,156.2836267815666,1019.2438559999997,thumb
4,42.496,179,44.82142344906061,203.0499839999998,81.276,408,88.36078315633016,1201.8398239999983,362.452,1506,386.72897486482697,18187.847696000008,69.696,303,74.68076057459511,719.683583999999,199.76,785,210.60199429255175,4449.1424,thumb
5,32.932,137,35.699691875420996,189.95137600000007,103.236,369,105.68945075077266,512.5883040000001,43.744,205,55.397978302461546,1155.3984640000024,48.512,223,54.701371097989856,638.8258559999999,125.268,548,147.8050202124407,6154.252175999995,index
6,40.32,180,41.63796344683539,108.01759999999994,98.832,446,107.72101002125815,1836.051776,71.524,308,76.04048921462828,666.473424,65.608,300,67.60390521264286,265.87833599999993,190.144,712,193.5530521588332,1308.043263999997,index
7,36.868,165,40.927008197521594,315.7705759999997,98.392,409,100.92416955318483,504.70233599999983,58.46,268,68.47916471453196,1271.8244000000007,53.684,248,61.6302198600654,916.3121439999986,132.176,534,148.35584248690714,4538.961024000002,index
8,42.728,182,43.75019999954286,88.39801600000003,121.628,493,131.39898020913253,2472.321616,75.12,300,77.24283785568731,323.44160000000005,79.508,379,82.3331039133106,457.2179360000002,178.364,720,184.66608784506158,2287.8475040000003,index
9,40.048,188,42.16832934798342,174.325696,90.592,474,103.49933333118624,2505.201536000002,49.88,236,53.45861951079545,369.8096000000002,64.628,285,69.9575013847693,717.2736159999993,156.16,686,161.904539775758,1827.1344000000001,index
